#{"t_start": 1789001687.9922652, "env_id": "None"}
r,l,t
1.25,5,16.636453
12.25,17,16.68182
1.75,6,16.699309
4.25,11,16.727462
-0.25,2,16.732834
1.25,5,16.745359
-0.25,2,16.750801
-0.25,2,16.756169
5.75,14,16.793733
-2.75,9,16.820332
1.25,5,16.836587
0.75,4,16.849943
-0.75,1,16.853149
-0.25,2,16.860383
-1.25,3,16.87089
-0.75,1,16.874488
1.75,6,16.894819
0.75,1,16.899179
3.25,9,16.931197
6.25,15,16.99055
-0.75,1,16.993945
2.25,7,17.01631
4.25,11,17.051172
-0.75,1,17.054519
-3.25,5,17.070863
-5.75,6,17.091596
0.25,3,17.10103
-0.25,2,17.107838
3.25,9,17.134735
13.25,18,17.195338
3.25,9,17.224686
-0.25,2,17.231387
5.25,13,17.652142
3.75,10,17.679574
1.75,6,17.694789
-4.25,9,17.720143
-0.25,2,17.725675
0.75,4,17.735834
-9.25,11,17.763708
4.25,11,17.795214
1.75,6,17.812542
7.25,17,17.875341
0.25,3,17.886039
0.25,3,17.897294
1.25,5,17.915939
-0.75,1,17.920183
-0.75,1,17.924452
7.0,14,17.963992
9.75,22,18.024743
-6.25,8,18.048341
-0.25,2,18.053813
-1.25,3,18.062326
-0.75,1,18.065008
-0.25,2,18.070621
4.25,11,18.09966
0.75,4,18.110735
1.75,6,18.126506
3.75,22,18.186629
4.75,12,18.21873
1.75,5,18.232485
4.25,11,18.261724
1.75,3,18.269833
-0.25,2,18.276047
9.5,16,18.320288
3.75,10,18.347389
7.75,18,18.395455
1.25,5,18.40801
8.25,17,18.448947
-2.0,20,18.498819
-0.75,1,18.501503
0.75,4,18.511997
-2.25,4,18.522502
4.25,11,18.549463
4.25,11,18.576875
0.75,4,18.587071
